Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Volum;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;16,0m - 24,0m;>= 24,0m
00344V521377;Bambletunnelen syd;EV18 S26D1 m1260;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;7625;6628;8622;100,0;31;31;0;5;99,9;2;6216;1404;286;504;104;489;20
00344V521377;Bambletunnelen syd;EV18 S26D1 m1260;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;10720;10120;11320;100,0;31;31;0;5;100,0;Totalt i retning Porsgrunn;9238;1478;341;557;107;455;18
00344V521377;Bambletunnelen syd;EV18 S26D1 m1260;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;7625;6628;8622;100,0;31;31;0;5;99,9;Totalt i retning Bamble;6216;1404;286;504;104;489;20
00344V521377;Bambletunnelen syd;EV18 S26D1 m1260;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;18345;17143;19547;100,0;31;31;0;10;99,9;Totalt;15453;2882;627;1061;211;944;38
05467V521165;Stathelle;FV352 S1D1 m475;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;4739;4288;5190;100,0;31;31;0;1;100,0;1;4450;288;122;105;50;12;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;4805;4327;5283;100,0;31;31;0;0;100,0;2;4519;286;105;141;28;12;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;4804;4326;5282;100,0;31;31;0;0;100,0;Totalt i retning Stathelle;4518;286;105;141;28;12;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;4739;4288;5190;100,0;31;31;0;0;100,0;Totalt i retning Langesud;4451;288;122;105;50;12;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;9543;8615;10471;100,0;31;31;0;0;100,0;Totalt;8969;574;227;246;78;23;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;5307;4885;5729;100,0;28;28;0;0;100,0;1;4983;324;134;125;52;13;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;5327;4903;5751;100,0;28;28;0;3;99,9;2;5007;317;113;166;26;13;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;5349;4921;5777;100,0;28;28;0;3;99,9;Totalt i retning Stathelle;5027;319;113;166;26;13;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;5285;4872;5698;100,0;28;28;0;1;100,0;Totalt i retning Langesud;4963;322;133;125;51;13;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;10634;9793;11475;100,0;28;28;0;4;100,0;Totalt;9990;641;246;291;77;26;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;5475;5046;5904;100,0;31;31;0;1;100,0;1;5119;355;139;150;52;15;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;5555;5112;5998;100,0;31;31;0;0;100,0;2;5199;356;121;196;24;15;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;5555;5112;5998;100,0;31;31;0;0;100,0;Totalt i retning Stathelle;5199;356;121;196;24;15;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;5475;5046;5904;100,0;31;31;0;0;100,0;Totalt i retning Langesud;5119;355;139;150;52;15;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;11030;10158;11902;100,0;31;31;0;1;100,0;Totalt;10318;711;260;345;76;30;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;5418;4912;5924;100,0;30;30;0;0;100,0;1;5024;394;152;187;40;15;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;5457;4942;5972;100,0;30;30;0;1;100,0;2;5067;389;138;218;19;15;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;5456;4941;5971;100,0;30;30;0;0;100,0;Totalt i retning Stathelle;5066;389;138;218;19;15;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;5419;4914;5924;100,0;30;30;0;0;100,0;Totalt i retning Langesud;5024;394;152;187;40;15;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;10875;9854;11896;100,0;30;30;0;1;100,0;Totalt;10090;784;290;406;58;29;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;5524;4970;6078;100,0;31;31;0;1;100,0;1;5099;424;149;196;43;35;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;5567;4999;6135;100,0;31;31;0;1;100,0;2;5151;416;137;226;23;29;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;5567;4999;6135;100,0;31;31;0;1;100,0;Totalt i retning Stathelle;5150;416;137;226;23;29;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;5525;4971;6079;100,0;31;31;0;1;100,0;Totalt i retning Langesud;5099;424;149;196;43;35;0
05467V521165;Stathelle;FV352 S1D1 m475;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;11091;9969;12213;100,0;31;31;0;1;100,0;Totalt;10250;840;287;422;67;64;1
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;7443;6725;8161;100,0;31;31;0;0;100,0;1;6964;479;143;265;16;54;0
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;7746;7052;8440;100,0;31;31;0;10;99,9;2;7199;537;190;233;54;60;1
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;7747;7053;8441;100,0;31;31;0;11;99,9;Totalt i retning PORSGRUNN;7199;537;190;233;54;60;1
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;7443;6725;8161;100,0;31;31;0;1;100,0;Totalt i retning SKIEN;6963;479;143;265;16;54;0
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;15190;13779;16601;100,0;31;31;0;11;99,9;Totalt;14163;1016;333;498;70;114;1
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;8343;7666;9020;100,0;28;28;0;0;100,0;1;7816;527;154;292;19;62;0
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;8657;8010;9304;100,0;28;28;0;17;99,8;2;8039;601;212;257;62;70;1
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;8658;8011;9305;100,0;28;28;0;17;99,8;Totalt i retning PORSGRUNN;8040;601;212;257;62;70;1
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;8342;7665;9019;100,0;28;28;0;0;100,0;Totalt i retning SKIEN;7815;527;154;292;19;62;0
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;17000;15677;18323;100,0;28;28;0;17;99,9;Totalt;15855;1128;365;549;81;132;1
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;8332;7643;9021;100,0;31;31;0;1;100,0;1;7720;611;173;338;30;68;1
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;8634;7949;9319;100,0;31;31;0;17;99,8;2;7945;671;221;298;70;81;2
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;8635;7950;9320;100,0;31;31;0;18;99,8;Totalt i retning PORSGRUNN;7946;671;221;298;70;81;2
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;8331;7642;9020;100,0;31;31;0;1;100,0;Totalt i retning SKIEN;7719;611;173;338;30;68;1
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;16966;15593;18339;100,0;31;31;0;18;99,9;Totalt;15666;1282;394;636;101;149;2
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;8371;7550;9192;100,0;30;30;0;1;100,0;1;7694;677;202;376;31;67;1
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;8757;7939;9575;100,0;30;30;0;33;99,6;2;7990;734;233;347;72;81;2
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;8758;7940;9576;100,0;30;30;0;33;99,6;Totalt i retning PORSGRUNN;7991;734;233;347;72;81;2
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;8370;7549;9191;100,0;30;30;0;1;100,0;Totalt i retning SKIEN;7692;677;202;376;31;67;1
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;17128;15490;18766;100,0;30;30;0;34;99,8;Totalt;15683;1411;434;723;102;148;3
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;8154;7395;8913;100,0;31;31;0;1;100,0;1;7468;685;195;391;30;69;0
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;8588;7803;9373;100,0;31;31;0;29;99,7;2;7814;745;231;357;69;87;2
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;8590;7804;9376;100,0;31;31;0;30;99,7;Totalt i retning PORSGRUNN;7814;746;231;357;69;87;2
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;8153;7394;8912;100,0;31;31;0;1;100,0;Totalt i retning SKIEN;7468;685;195;391;30;69;0
06938V521177;Kjørbekk;RV36 S2D1 m3559;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;16743;15199;18287;100,0;31;31;0;31;99,8;Totalt;15282;1430;426;748;99;155;2
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;17;13;21;96,8;31;30;1;17;0,0;1;-;-;-;-;-;-;-
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;6;4;8;96,8;31;30;1;6;0,0;Totalt i retning Tollnes;-;-;-;-;-;-;-
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;11;8;14;96,8;31;30;1;11;0,0;Totalt i retning Vestsida;-;-;-;-;-;-;-
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;17;13;21;96,8;31;30;1;17;0,0;Totalt;-;-;-;-;-;-;-
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;25;20;30;100,0;28;28;0;25;0,0;1;-;-;-;-;-;-;-
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;10;8;12;99,8;28;28;0;10;0,0;Totalt i retning Tollnes;-;-;-;-;-;-;-
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;16;13;19;100,0;28;28;0;16;0,0;Totalt i retning Vestsida;-;-;-;-;-;-;-
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;25;20;30;100,0;28;28;0;25;0,0;Totalt;-;-;-;-;-;-;-
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;65;54;76;100,0;31;31;0;65;0,0;1;-;-;-;-;-;-;-
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;27;22;32;100,0;31;31;0;27;0,0;Totalt i retning Tollnes;-;-;-;-;-;-;-
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;38;31;45;100,0;31;31;0;38;0,0;Totalt i retning Vestsida;-;-;-;-;-;-;-
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;65;54;76;100,0;31;31;0;65;0,0;Totalt;-;-;-;-;-;-;-
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;103;90;116;100,0;30;30;0;103;0,0;1;-;-;-;-;-;-;-
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;45;39;51;100,0;30;30;0;45;0,0;Totalt i retning Tollnes;-;-;-;-;-;-;-
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;59;51;67;100,0;30;30;0;59;0,0;Totalt i retning Vestsida;-;-;-;-;-;-;-
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;103;90;116;100,0;30;30;0;103;0,0;Totalt;-;-;-;-;-;-;-
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;84;69;99;100,0;31;31;0;84;0,0;1;-;-;-;-;-;-;-
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;35;29;41;100,0;31;31;0;35;0,0;Totalt i retning Tollnes;-;-;-;-;-;-;-
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;48;39;57;100,0;31;31;0;48;0,0;Totalt i retning Vestsida;-;-;-;-;-;-;-
09195B2123909;Bjørndalen;KV3955 S1D20 m337;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;84;69;99;100,0;31;31;0;84;0,0;Totalt;-;-;-;-;-;-;-
09211B1846343;Ørviksletta sykkeltellepunkt;RV354 S1D130 m2066;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;16;13;19;100,0;31;31;0;16;0,0;1;-;-;-;-;-;-;-
09211B1846343;Ørviksletta sykkeltellepunkt;RV354 S1D130 m2066;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;8;6;10;100,0;31;31;0;8;0,0;Totalt i retning Brevik;-;-;-;-;-;-;-
09211B1846343;Ørviksletta sykkeltellepunkt;RV354 S1D130 m2066;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;8;6;10;100,0;31;31;0;8;0,0;Totalt i retning Heistad;-;-;-;-;-;-;-
09211B1846343;Ørviksletta sykkeltellepunkt;RV354 S1D130 m2066;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;16;13;19;100,0;31;31;0;16;0,0;Totalt;-;-;-;-;-;-;-
09211B1846343;Ørviksletta sykkeltellepunkt;RV354 S1D130 m2066;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;23;17;29;100,0;28;28;0;23;0,0;1;-;-;-;-;-;-;-
09211B1846343;Ørviksletta sykkeltellepunkt;RV354 S1D130 m2066;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;12;9;15;99,8;28;28;0;12;0,0;Totalt i retning Brevik;-;-;-;-;-;-;-
09211B1846343;Ørviksletta sykkeltellepunkt;RV354 S1D130 m2066;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;11;8;14;100,0;28;28;0;11;0,0;Totalt i retning Heistad;-;-;-;-;-;-;-
